theme,text
shkolnie-i-pro-shkolu,"Леонид Ильич решил провести перепись населения. Приказал
выстроить всех в одну шеренгу и сделать перекличку. Начал с себя:
- Председатель, Генеральный, Верховный Главнокомандующий!
И дальше пошло: первый заместитель Председателя, второй
заместитель Председателя, третий заместитель Председателя,
заместитель Генерального, заместитель главнокомандующего, личный
секретарь председателя, личный секретарь Генерального, личный
секретарь Главнокомандующего, шофер Председателя, шофер
Генерального, шофер Главнокомандующего, личный телохранитель
Председателя, личный телохранитель Генерального, личный
телохранитель Главнокомандующего, личный егерь Председателя,
личный егерь Генерального, личный егерь Главнокомандующего,
банщик Генерального, банщик Председателя, банщик
Главнокомандующего, школьные товарищи, друзьяЄ
Остался последний.
- А ты кто?
- Я рабочий.
- А как ты сюда затесался? Товарищ полковник, разберитесь, этот рабочий попал к людям!

"
shkolnie-i-pro-shkolu,"Я - не педофил. Я - борец за сексуальное просвещение дошкольников.


"
shkolnie-i-pro-shkolu,"Из школьных сочинений:Декабристы накопили большую потенцию и излили ее на Сенатскую площадь.
"
shkolnie-i-pro-shkolu,"- Когда ты, наконец, исправишь плохие отметки, -спрашивает рассерженый отец сына.
- Я каждый день пытаюсь сделать это, но учительница ни на минуту не выходит из класса.
"
shkolnie-i-pro-shkolu,"Школа. 1 сентября.
Учитель:
Интересно. И сколько девочек осталось в классе после летних каникул?

"
shkolnie-i-pro-shkolu,"Из школьных сочинений:Воины ехали на верблюдах, конях и пешком.
"
shkolnie-i-pro-shkolu,"Из школьного сочинения:Стихотворение написано в рифму, что нередко наблюдается у поэта.
"
shkolnie-i-pro-shkolu,"Девочка пришла из школы и показывает отцу дневник.
- Хорошо, - говорит отец, - одни пятерки и четверки. Так, а это что такое?
- Замечание, папа. Учительница говорит, что я болтаю без умолку и обещает принять меры.
- Отец расписывается в дневнике и делает приписку: ""Если ваши меры помогут, непременно сообщите. Я их испробую на своей жене""...
"
shkolnie-i-pro-shkolu,"Школа. Учитель:
- Вовочка, какую африканскую страну ты знаешь?
- Заебабве...
- Да не Заебабве, а Зимбабве! Какого африканского зверя ты знаешь?
- Ебимота...
- Да не ебимота, а бегемота! Какое африканское дерево ты знаешь?
- Ебибаб...
- Да не ебибаб, а бабо?б!!! (пауза) Тьфу, бл&, заебал. Садись. Ебеница.

"
shkolnie-i-pro-shkolu,"Wild: Ну да вы умные. А у меня в школе всего две пятерки было по труду и рисованиюVancheg: Да ну? Ты нарисовал трудовика? =)

"
shkolnie-i-pro-shkolu,"Урок атеизма в школе. Учительница велит детям:
- Дети, кричите в небо: ""Бога нет!""
Все дружно кричат, и учительница тоже кричит. Вдруг она замечает, что один мальчик стоит молча.
- Почему ты не кричишь?
- Если там никого нет, то зачем кричать? А если там кто-то есть, то зачем портить отношения?

"
shkolnie-i-pro-shkolu,"Сейчас на работу друган заезжал, ухохотались. Ребенок из школы приходит, в дневнике надпись. ""Ваш сын неадекватно ведет себя в школе - предпримите меры!"". На что он написал обратно учителю: - ""Давно мечтал о сыне, но из школы постоянно возвращается ДОЧЬ, научитесь адекватно воспринимать мир!""
"
shkolnie-i-pro-shkolu,"В школе-интернате для детей-телепатов который день подряд проходил финал игры """"Угадай мелодию"""". Подавляющее большинство участников отгадывали мелодию с одной и менее нот.

"
shkolnie-i-pro-shkolu,"- Мама, а почему меня все в школе вампиром называют?
- Дитя мое, не бери в голову, кушай супчик, пока не свернулся...

"
shkolnie-i-pro-shkolu,"Из школьного сочинения:В этом кровавом сражении с обеих сторон полегло 80000 человек и 49 генералов.
"
shkolnie-i-pro-shkolu,"Встречаются на том свете двое школьных учителей. Один говорит:
- Наконец-то здесь можно отдохнуть от этих сумасшедших классов. Здесь так спокойно!
Второй:
- Действительно. И это при том, что мы не в раю!

"
shkolnie-i-pro-shkolu,"Отец изучает дневник сына:
- По рисованию – единица! Это же твой самый любимый предмет! Отвечай, за что получил?!
- За рисунок с натуры. Когда учительница нагнулась у доски, нарисовал.
- Других объектов для натуры не нашел?! – возмущается отец
- Но, папа, - оправдывается сын, - она была без трусиков, а другие объекты я тогда не видел ...
"
shkolnie-i-pro-shkolu,"Есть замечательная аквариумная рыба - мешкожаберный сом.
Выживает в болоте, ест почти все, при правильном воспитании мелких соседей не обижает. На родине у себя, как наш угорь, может ночью, по росе переползать из лужи в лужу. Побочное приобретение - может громко свистеть, чирикать... (кто не верит - заведите взрослого мешкожаберника, он вам весенними ночами серенады петь будет).
Так вот. Девочка-школьница, наслушившись учительских дифирамбов сому, завела себе такое чудо. Проснулась от шума и мява: сом ползал по полу и посвистывал, а на самом высоком шкафу, вминая зад в бетонную стену и выпучив глаза, смотрел на это котяра...
"
shkolnie-i-pro-shkolu,"В школе заболел учитель математики.  Попросили  ""песенника""  заменить
его. Hу тот и пошел. А сам-то в математике как крот в парусном спорте.  Hо
надо ж чем-то детей занять... Вот он и говорит:
- Дети решите задачу: летят два кракодила, один зеленый, а другой  на
восток. Cпрашивается сколько мне лет.
- ... (в классе гробовая тишина)
Тут с последней парты тянется рука. Hу ""песенник"" его пднимает.
- 42?
- 8-() !!!!!
- Моему соседу 21.
- ...?
- Он полуидиот.

"
shkolnie-i-pro-shkolu,"Hа уроке русского языка:
Учительница(У):
-Дети составьте предложение типа:Hесомненно.....потому-что......
(У):
-Машенька,твое?
-Hесомненно мой папа любит животны, потому-что он купил щенка.
(У):
-А ты ,Васечкин?
-Бабушка пошла на огогрод с куском газеты.
-А где же:несомненно,потому-что?
-Hесомненно с@#$ь пошла, потому-что читать не умеет.

"
shkolnie-i-pro-shkolu,"Из школьного сочинения:Его главная цель в жизни - есть добро ближнего.
"
shkolnie-i-pro-shkolu,"Приходит как-то Изя домой и показывает маме Саре дневник, а в нем запись: ""Изя плохо пахнет. Изю надо мыть"".На следующий день приносит Изя дневник в школу и подает учительнице: ""Изю не надо нюхать. Изю надо учить"".
"
shkolnie-i-pro-shkolu,"Новая маркетинговая программа начинает действовать в Киеве с 1 мая 2004 года  в автошколе No13.
Отныне каждому купившему водительские права будет бесплатно вручаться брошюра ""Правила дорожного движения"".

"
shkolnie-i-pro-shkolu,"Из школьного сочинения:И тут боец вспомнил, что в кармане у него винтовка!
"
shkolnie-i-pro-shkolu,"Вовочка приходит домой из школы:- Я снова схватил редчайшую оценку!- ?- Двойку!- Не понял...- Это же оценка, которую никогда не получал ни один отец.
"
shkolnie-i-pro-shkolu,"Возвращается Вовочка с другом из школы и вдруг видит на заборе слово незнакомое написано: х%й
Вовочка спрашивает у приятеля:
- А ты знаешь что это слово значит?
Тот:
- Нет...
Вовочка:
- И я не знаю... Надо будет у брата спросить...
Приходит домой и спрашивает у старшего брата:
- Что такое х%й?
Брат расстегивает штаны достает и говорит:
- Вот это - и есть х%й! И не просто х%й а первоклассный х%й!
На следующий день Вовочка подходит к другу и говорит:
- А я теперь знаю что такое х%й!
- Что же это?...
Вовочка растегивает штаны показывает и говорит:
- Вот это и называется х%й! - и подумав добавляет: - А если бы он был на пару сантиметров короче то был бы первоклассный х%й!

"
shkolnie-i-pro-shkolu,"- Сегодня Вы делаете успехи, - говорит инструктор автошколы девушке.- Вы впервые обогнали грузовик с открытыми глазами!

"
shkolnie-i-pro-shkolu,"Учительница спрашивает ученика: ""Чем богата пустыня Сахара?""
Ученик: ""Сахаром!""
Учительница: ""Как сахаром?! Песком!""
Ученик: ""А разве я сказал, что рафинадом?""

"
shkolnie-i-pro-shkolu,"В школе учитель спpашивает у детей, каких они знают
доистоpических животных.
Машенька:
- Я знаю - были мамонты!
- Пpавильно, а еще?
Вовочка:
- Еще были папонты!
- А это кто?
Вовочка:
- А они мамонтов еб%ли!!!

"
shkolnie-i-pro-shkolu,"Мальчик Андрюша включил пылесос,Сунул в него свой коротенький нос.Может теперь он без помощи гримаВ школьном театре играть Буратино.
"
shkolnie-i-pro-shkolu,"25 мая прозвучал последний звонок для выпускников школ и Чубайса


"
shkolnie-i-pro-shkolu,"Вовочка запыхавшись врывается в класс к концу 3 урока. И прямо с порога кричит:- Марья Ивановна, вы представляете - по дороге в школу на меня напали вооруженные бандиты! - Боже, Вовочка! И что? - Как что? - говорит Вовочка, - они украли мое домашнее задание!
"
shkolnie-i-pro-shkolu,"Средняя школа. На урок математики приходит учительница со страшнейшего бодуна...
- Дети... что мы проходили на прошлом уроке?
- Геометрическую прогрессию, Марья Ивановна.
- Ну, и скажи-ка нам, Иванова, что же такое эта геометрическая прогрессия?
- Геометрическая прогрессия - это... когда каждый следующий член больше предыдущего в два раза!
- Ос-та-вь свои девичьи фантазии... Ива-ано-ва... !!!
"
shkolnie-i-pro-shkolu,"Из школьных сочинений:- На картине изображён ученик средних лет.
"
shkolnie-i-pro-shkolu,"В грузинской школе идет урок. Учительница спрашивает:
- Ребята, расскажите о своих родителях. Кем они у вас работают?
Вот ты, Сосо, скажи, кем у тебя папа работает?
- Мой папа выращивает апельсины, возит их в Россию и хорошо
зарабатывает.
- А у тебя, Сулико?
- Мой папа продает в России лавровый лист и хорошо
зарабатывает.
- Скажи ты, Илларион.
- У меня папа - инженер. В классе раздался смех. Тогда
учительница сказала:
- Дети! Не надо смеяться над чужим горемЄ

"
shkolnie-i-pro-shkolu,"Разговор двух мальчиков:
- А я скоро в школу пойду!
- Да пока ты пойдешь, мне уже девять лет будет!
- И что, ты жениться будешь?
- Да придется... Человек без жены что дерево без гусеницы!
"
shkolnie-i-pro-shkolu,"Из школьных сочинений:Болконский после измены Наташе Ростовой долго не мог оправиться. Он оправился только после того, как подъехал к дубу.
"
shkolnie-i-pro-shkolu,"У одного мужика была старенькая ""Волга"". Однажды, когда он подвозил артистов в какой-то одесский санаторий, находящийся рядом с морем, на трудном участке дороги не сработали тормоза. Хозяин сумел затормозить, когда передние колеса машины уже висели практически в воздухе, а под ними плескались волны.
Артисты, ещё не веря в спасение, начали робко открывать глаза, и тогда мужик произнес:
- Молодые люди, чему вас учили в школе? Вы проходили, что Волга впадает в Каспийское море? Так вот, в Черное она не впадет!

"
shkolnie-i-pro-shkolu,"""Alva"" Ща на экзамене в вожатской школе спрашивают: ваш пионер застрял головой в заборе, ваши действия?""ink-visitor"" Ты канешн ответил ""поржать""?""Alva""Гы)) Угу... Потом они спросили, ""не, ну это понятно, а потом?""... Я говрю : позову других вожатых, пусть тоже поржут...""ink-visitir"" детей тебе не дадут...

"
shkolnie-i-pro-shkolu,"Вовочка пригласил Танечку к себе домой.Купил цветы, торт, бутылку коньяка,.
сигареты. Выложил все на стол и ждет. Проходит час.Вовочка думает:""Танеч.
ка из хорошей семьи, пить не будет"".Убрал бутылку.Проходит два часа.
""Танечка курить не будет"". Убрал сигареты.
А тут звонок в дверь. Заходит Танечка. Вовочка спрашивает:
- А чего ты в школьном платье пришла ?
- Так завтра же в школу.
"
shkolnie-i-pro-shkolu,"Talusha
В школе мне преподавали только русский, и английский, и вообще...я блондинка!
Lexik
что и внизу?
Talusha
Внизу я Гоша Куценко!

"
shkolnie-i-pro-shkolu,"- Вовочка, расскажи нам о своём распорядке дня.
- Ну, я просыпаюсь, встаю, одеваюсь, вытираю х%й тряпочкой... Завтракаю, беру портфель, открываю дверь, закрываю дверь, вытираю х%й тряпочкой...
Учусь, прихожу из школы, вытираю х%й тряпочкой... Обедаю, готовлю уроки, вытираю х%й тряпочкой... Иду гулять, возвращаюсь, вытираю х%й тряпочкой...
Ужинаю, вытираю х%й тряпочкой, ложусь спать...
- Вовочка, ты чем-то болен?
- Почему вы так решили?
- Ну, ты постоянно вытираешь х%й тряпочкой...
- Нет. Не тот. Это, когда у меня папа депутатом стал, у нас постоянно на двери мелом пишут ""х%й""...
"
shkolnie-i-pro-shkolu,"Учительница спрашивает у Вовочки: - Почему ты не был вчера в школе? - У меня старший брат заболел. - Ну и причем здесь ты? - А я катался на его велике.
"
shkolnie-i-pro-shkolu,"Урок музыки в школе.
Учитель вызывает Петю к доске.
У: Скажи, Петя, каких великих композиторов ты знаешь?
Петя вопросительно смотрит на Вовочку.
Вовочка, лучший друг Пети, стукнул кулаком по парте.
П: Бах!
У: Правильно, Петя, а еще?
Вовочка машет бумагой.
П: Лист!
У: Правильно, Петя, а еще?
Петя глядя на Вовочку призадумался...
П: Членов!
У: Не Членов, а Хренников Тихон Николаевич.
А ты, Вовочка, убери свою подсказку!
"
shkolnie-i-pro-shkolu,"Заходит мальчик в подъезд и видит, как его школьный учитель забивает косяк. Мальчик с удивлением спрашивает:
- Валентин Петрович! Но Вы же нас учили, что наркотики это плохо.
- То работа, а это жизнь...
"
shkolnie-i-pro-shkolu,"1958 год. Куба. Урок в школе. Физика. Спрашивают:
- Что такое давление хунты?
- Давление хунты - это частное от деления силы хунты на площадь хунты.
- Нет, сеньор. Давление хунты есть производная работы хунты по объему хунты!!!

"
shkolnie-i-pro-shkolu,"Учительница русского языка, когда первый раз прыгала с парашютом, была сильно потрясена, весьма удивлена и крайне обескуражена, но вслух почему-то кричала по-другому.
"
shkolnie-i-pro-shkolu,"Беседа двух школьных подруг, одна из которых замужем за новым русским, другая - за простым инженером.
Жена нового русского:
-Представляешь, мы с мужем постоянно спорим, как потратить деньги! Он хочет новую машину, я - шубу, он хочет поехать в отпуск на Багамы, я - на Мальдивы!
-А я со своим никогда из-за денег не ругаюсь - не люблю ссориться по мелочам!
"
shkolnie-i-pro-shkolu,"Ридаэ батько у сина на могилi:
-ой хiба синку я за тобою не дбав ,хiба в школi не вчив,хiба грошей не давав,хiба в iнститутi не навчав , а ти приiхав до дому i кажеш :"" Здравствуй папа...""

"
shkolnie-i-pro-shkolu,"Грузинская школа. Учитель:
- Дэти, чито такое бирюк? Говори, Вано.
- Бирюк - ето такой чэловэк!
- Нэт, Вано, садись. Гоги?
- Бирюк - ето такой зивер!
- Нэт, Гоги! Бирюк - ето то же, что и штани, но со стрельками.

"
shkolnie-i-pro-shkolu,"- Ты опять опоздал в школу?- возмущается учительница.- Учиться никогда не поздно.
"
shkolnie-i-pro-shkolu,"- В школах введен предмет ""Камасутра"". Теперь детям западло будет что-то подрисовывать в учебниках...
"
shkolnie-i-pro-shkolu,"В школе Марья Ивановна спрашивает у детей:- Дети, какие люди в Африке?  Гробовое молчание. Она говорит:- Спросите у родителей, завтра расскажете. На следующий день она спрашивает:- Ну, что, узнали? Вовочка усердно тянет руку. Она говорит:- Ну? - Карлики.- Почему, Вовочка? - Ну, я спросил у мамы, она ответила:- А мне до п@зды..., ну я измерил  70 см получилось.
"
shkolnie-i-pro-shkolu,"Урок русского языка в грузинской школе
Учитель.- ""Гоги разбери предложенние по частям речи"", женщина и музчина в бане
Гоги.- Женщина -ПОДлежащее
Музчина -НАДлежащее
Баня -МЕСТОИМЕНИЯ

"
shkolnie-i-pro-shkolu,"Эстонская школа.
- Дети, что означает голубая полоса на нашем флаге? Да, отвечай, Янис.
- Это наше небо, котоpое пачкают пpоклятые советские оккупанты!
- Дети, а что такое чеpная полоса на нашем флаге? Да, Петеpс.
- Это наша земля, котоpую топчут пpоклятые советские оккупанты.
- Дети, а что такое белая полоса на нашем флаге? Да, Вовочка.
- А это - сибиpский снег, котоpый будут убиpать Янис с Петеpсом.

"
shkolnie-i-pro-shkolu,"В посудной лавке: - Мама! А зачем продавец стучит карандашом по чашкам и рюмкам? - Ну, это он проверяет их качество, нет ли где трещин или брака. - А-а! Вот, значит, зачем учительница мне вчера по голове указкой стучала!

"
shkolnie-i-pro-shkolu,"13 признаков того, что вы дурак:
1. Вас никогда не просят сделать лицо попроще.
2. У вас в руке карты, а ни у кого больше их уже нет.
3. Вас все ласково зовут ""Кирюшей"" и угощают печенюшками.
4. У вас много стекляшек.
5. Вы курите табак, спички воруете, девочек целуете.
6. Родители нашли вас в закуске.
7. Вы окончили спецшколу с шоколадной медалью.
8. Вы убили кого-нибудь, а вам за это ничего не было.
9. Вы требуете, чтобы жена отвернулась, когда вы делаете заначку.
10. Вы съели историю болезни, чтобы пойти в армию.
11. Вы лупите со всего маху во вратаря, в то время как я справа открытый стою.
12. У вас отрицательный IQ.
13. Вам везёт!

"
shkolnie-i-pro-shkolu,"Жидкость, погруженная в тело через 7 лет идет в школу.

"
shkolnie-i-pro-shkolu,"Во время медосмотра в школе врач спрашивает у первокласника:
- У тебя есть какие-нибудь жалобы на уши и нос?
- Есть. Они мне мешают, когда я надеваю свитер
- Нервное заболевание Вашей жены не представляет опасности. С таким
неврозом люди живут очень долго.
- А я, доктор, сколько протяну я?

"
shkolnie-i-pro-shkolu,"Учительница объясняет детям деление. Написала на доске ""2:2"" и спрашивает: - Дети, кто знает, что это означает? - Ничья!
"
shkolnie-i-pro-shkolu,"Вовочкина мама получает записку из школы:
""Ваш сын - очень способный ученик, но слишком много думает о девочках.""
Ответная записка:
""Марья Ивановна! Если найдете какое-нибудь решение - обязательно сообщите. У Вовочкиного папы та же проблема.""

"
shkolnie-i-pro-shkolu,"
Учительница пишет записку маме ученика:
""Софья Абрамовна, Моню надо мыть. Моня плохо пахнет.""
Ответная записка:
""Сара Соломоновна, Моню надо учить. Моню не надо нюхать"".
"
shkolnie-i-pro-shkolu,"Монахиня  пpишла  в   женскую  школу  пpи католическом  монастыpе и
спpашивает  учениц, кем  они хотят стать. Все девочки отвечают: вpачом,
учителем, etc. А одна говоpит:
- Пpоституткой.
У монахини глаза по 50 коп.:
- Что ты сказала?
- Пpоституткой.
- Hу слава тебе, Господи! А то мне послышалось: ""ПРОТЕСТАHТКОЙ""!

"
shkolnie-i-pro-shkolu,"Приходит как-то летом школьница в салон пирсинга, подходит к одному из мастеров и говорит:
- Дяденька, вы мне 24 февраля пирсинг делали на пупке. Так вот, вы мне кольцо какое-то тяжeлое повесили...
Мастер:
- Щас посмотрим.
Поднимает маечку и, охренев, кричит:
- Б***ь, Коля-а-а-а-н! Позвони батюшке Гавриилу!
Нашлись его ключи от церкви!
"
shkolnie-i-pro-shkolu,"Значит, в школе на уроке рисования дети рисуют кто что горазд:
одна девочка мишку, мальчик - дерево, Вовочка нарисовал точку.
Учительница увидела и спрашивает, что это такое?
Вовочка:
- Это паника!!!
Учительница:
- ???
Вовочка:
- Ну понимаете, Марья Ивановна, у меня старшая сестра каждый
месяц в календаре ставит точку, а тут не поставила, так у
нас такая была дома паника!

"
shkolnie-i-pro-shkolu,"Пожарник поступает в музыкальную школу. На экзамене его спрашивают: - Какая разница между скрипкой и контрабасом?Пожарник, подумав: - Контрабас дольше горит.
"
shkolnie-i-pro-shkolu,"- У тебя в школе что по географии было?
- Четверка.
- Четверка... Если на х#й пошлем - не заблудишься?

"
shkolnie-i-pro-shkolu,"Пришел мальчик из школы:
— Папа, я четверку принес!
Папа, не отрываясь от телевизора:
— Молодец! Поставь ее в холодильник.
"
shkolnie-i-pro-shkolu,"Идет экзамен в автошколе:
- Что обозначает тpеугольный знак, внутpи котоpого находится изобpажение коpовы?
- Доpогу пеpеходит скотина.
- А где он ставится ?
- За сто-двести метров от поста ГАИ...

"
shkolnie-i-pro-shkolu,"- Вовочка! - строго говорит мать. - Ты почему вчера не был в школе?
- А я подарок учительнице делал.
- Какой подарок?
- А у нее вчера был день рождения. Вот я и решил - пусть отдохнет без меня.

"
shkolnie-i-pro-shkolu,"Из школьных сочинений:Чапаев скакал в бою впереди своей лошади.
"
shkolnie-i-pro-shkolu,"В школе идут уроки. Вовочка угрюмый бродит по коридору. Его замечает директор,
подходит к нему и спрашивает:
- Вовочка, ты почему не на уроке?
- Hе вижу логики!
- А что случилось?
- Сидел я на уроке и нечаянно пукнул. Меня выгнали из класса, а весь класс нюхать оставили. Hе вижу логики!

"
shkolnie-i-pro-shkolu,"Приходит эстонский мальчик домой из школы... А у него уже жена и двое детей.

"
shkolnie-i-pro-shkolu,"В школе, 1 сентября, дети пишут сочинение на тему ""Как я провел лето"". Машенька поднимает руку и спрашивает: - Марь Иванна, а как пишется слово ""забеременела""? Марья Ивановна отвечает: - Машенька, не пиши про лето, пиши про Пушкина!
"
shkolnie-i-pro-shkolu,"Во время контрольной шепчет Саша соседу по парте:
- Классная попка у нашей новой училки!
Учительница:
- Саша, не шепчи, Коля сам все знает.
"
shkolnie-i-pro-shkolu,"Вовочка приходит из школы с испуганным видом и говорит:
- Мама, папа, я думаю, сегодня вам не стоит смотреть мой дневник.
Мама хватается за сердце, пап за ремень, открывают дневник, а там
- пятерка! Все в обмороке. Вовочка (грустно):
- Вот этого-то я и боялся.
"
shkolnie-i-pro-shkolu,"Просыпается девочка рано утром, смотрит на часы и говорит: ""Ой! Я в школу опоздала... Ну ладно, домой пойду.""
"
shkolnie-i-pro-shkolu,"Русская учительница в Таджитской школе.Перемена.Она смотрит в окно и видит как дети по очереди трахают ишака,вскакивает и бежит к директору.
-Товарищ директор,там такое!Там дети ишака....!
-Ишак такой маленький,серенький?
-Да
-Это дэтский.

"
shkolnie-i-pro-shkolu,"Сын явился из школы в разодранном костюме. - Что с тобой случилось? - строго спросила мама. - Я подрался с соседским мальчишкой. - Возмутительно! Теперь придется покупать тебе новый костюм. - Это что! - гордо отвечает сын. - Его родителям теперь нужно покупать нового ребенка...
"
shkolnie-i-pro-shkolu,"Приходит (В)овочка в школу, опоздавши на пару уроков.
(М)арьиванна: Почему опоздал?! >:-[
В: Да вы знаете, у нас дома пожар случился. :(
М: 8-( ) И что, все сгорело?
В: Да нет, не все, но в доме дедушка был...
М: 8 - () И что, дедушка сгорел?
В: Да нет, его пожарные в окно выкинули...
М: Так он что, разбился?!
В: Да нет, вы знаете, там же пожарные батут натягивают...
М: Так он жив?
В: Да вы знаете, он спружинил и обратно в окно залетел...
М: Так он сгорел?
В: Да нет, его пожарные опять в окно выкинули...
М: Так он разбился?
В: Да нет, там пожарные с батутом стояли...
М: Так все нормально?
В: Да вы знаете, он опять спружинил и в окно залетел...
М: Вовочка, твой дедушка разбился или сгорел?!
В: Ой Марьиванна, вы знаете, он так всем надоел, что его престрелили.

"
shkolnie-i-pro-shkolu,"Надпись на парте в школе: ""Здесь было зверски убито время"".
"
shkolnie-i-pro-shkolu,"Мужчина очень удивился, когда шедшая ему навстречу женщина, поздоровалась с ним.
Догнав ее, он спросил:
- Почему вы со мной поздоровались? Ведь я вас совсем не знаю.
- О...! Тогда простите, мне показалось, что вы один из отцов моих детей.
У мужчины отвисла челюсть.
Он просто не знал, что эта женщина учительница.

"
shkolnie-i-pro-shkolu,"Наташа Ростова романтично спрашивает:- Поручик, вы помните свою первую учительницу?Поручик:- Первой у меня была медсестра.
"
shkolnie-i-pro-shkolu,"Дети в школе дразнят Мойшу дурачком. Учитель на перемене подзывает к себе одного и дразнящих и спрашивает:
– Почему вы называете его Мойша–дурачок?
– Вы знаете, когда мы даем ему на выбор две монеты, 5 и 10 шекелей, то он всегда выбирает монету в 5 шекелей!
– А ну–ка покажите!
Дети подзывают Мойшу и предлагают ему 2 монеты. Он выбирает 5 шекелей. Дети смеются и расходятся. Учитель спрашивает Мойшу:
– Неужели ты не понимаешь, что 10 шекелей больше, чем 5?
– Я это прекрасно понимаю, господин учитель.
– Тогда почему же ты всегда выбираешь 5 шекелей?
– Потому что если я выберу 10, то они просто перестанут давать мне деньги!

"
shkolnie-i-pro-shkolu,"Мальчику в школе поставили двойку.Мама ушла на вечернюю дойку.Вечером школу тушили напрасно -Пламя над школою долго не гасло.
"
shkolnie-i-pro-shkolu,"Родители на семейном совете:
- Сынок! Мы все с понедельника начинаем новую жизнь! Я брошу худеть, папа бросит курить. А ты?
- Я могу бросить школу. . .
"
shkolnie-i-pro-shkolu,"Школа. Урок физики. Преподаватель задал сложную задачу. В классе тишина. Но уже есть ученики: юноша и девушка которые решили задачу, отложили ручки. Девушка любознательная, ей не терпится проверить верое ли у нее решение. Она шепотом в полной тишине спрашивает у юноши: - Какой у тебя? Юноша, тоже шепотом: -Большой и толстый...

"
shkolnie-i-pro-shkolu,"Учительница вызывает Гоги к доске и говорит:- Гоги нарисуй треугольник.- Гоги нарисовал.Учительница: а теперь докажи что это треугольник.Гоги: - Мамой клянусь, это треугольник!
"
shkolnie-i-pro-shkolu,"176.парфюмерные товары к ленинскому юбилею: одеколон ""ленинский
дух"", пудра ""прах ильича"", мыло ""по ленинским местам"".
177.молодоженам предлагают трехспальную кровать ""ленин с нами"".
178.баковский завод резиновых изделий, изготовляющий
презервативы, выпустил к юбилею надувные бюстики ленина - ""ленин тебе"", и крупской - ""надень-ка"".
179.переименования к ленинскому юбилею: фонтан ""струя вождя"",
птицеферма ""яйца ильича"", тир имени фанни каплан.
180.классная руководительница спрашивает вовочку, почему он
пришел в школу в мятых штанишках.
- вчера вечером мы включили телевизор и услышали: дело
ленина живет! тогда мы выключили телевизор и включили радио.снова
услышали: дело ленина живет! после этого мы уже боялись включать
утюг...
"
shkolnie-i-pro-shkolu,"Учительница:
- Маша, раздай тетради. И не забудь две в прикуп положить!

"
shkolnie-i-pro-shkolu,"Уpок инфоpматики в школе. Учитель повоpачивает pyбильник:
- Все, ypок закончен!
- Hо мы же не сохpанились! - в yжасе кричат дети.
- Ладно, сохpаняйтесь, - сказал yчитель, повеpнyв pyбильник обpатно.

"
shkolnie-i-pro-shkolu,"Повела учительница детей на экскурсию на стройку.
Там случился несчастный случай (строитель упал с лестнице и разбился насмерть).
Возвращаются дети в школу и учительница решила разобрать случившееся.
- Скажи нам, Машенька, как ты думаешь, почему упал дядя?
- Дядя не соблюдал технику безопасности.
- А ты, Ванечка, как думаешь?
- Hавеpно дядя выпил...
Вдpуг встает Вовочка:
- Hет! Дядя ругал матом мою маму!
- Почему ты так думаешь?
- Я сам слышал как он кричал ""Мальчик, твою мать! Hе тряси лестницу!""

"
shkolnie-i-pro-shkolu,"Привела учительница класс на молочнотоварную ферму на
экскурсию. Учеников встречают заведующий фермой и председатель
колхоза. Петя подходит к быку и здоровается:
- Здравствуй, Миша!
Учительница спрашивает:
- Петя, а почему ты с быком поздоровался, а с председателем
колхоза нет?
- Зачем мне такой председатель! Мать приведет корову к быку -
теленок появится, корова молока даст. Мать продаст молоко - мне
портфель купит. А председатель сколько к матери ходит и даже конфет
не купил.

"
